1.940765066473005618e+01 3.050000000000000000e+02
2.021485200529395954e+01 3.100000000000000000e+02
2.102205334585786289e+01 2.980000000000000000e+02
2.182925468642176980e+01 3.110000000000000000e+02
2.263645602698566961e+01 3.160000000000000000e+02
2.344365736754957652e+01 3.050000000000000000e+02
2.425085870811348343e+01 2.810000000000000000e+02
2.505806004867738324e+01 3.080000000000000000e+02
2.586526138924129015e+01 1.230000000000000000e+02
2.667246272980519706e+01 1.260000000000000000e+02
2.747966407036909686e+01 1.270000000000000000e+02
2.828686541093300377e+01 1.310000000000000000e+02
2.909406675149690713e+01 1.020000000000000000e+02
2.990126809206081049e+01 1.020000000000000000e+02
3.070846943262471740e+01 1.050000000000000000e+02
3.151567077318861720e+01 1.250000000000000000e+02
3.232287211375252411e+01 1.390000000000000000e+02
3.313007345431643103e+01 7.500000000000000000e+01
3.393727479488033083e+01 8.100000000000000000e+01
3.474447613544423774e+01 7.200000000000000000e+01
3.555167747600814465e+01 5.700000000000000000e+01
3.635887881657204446e+01 4.900000000000000000e+01
3.716608015713595137e+01 6.500000000000000000e+01
3.797328149769985117e+01 8.700000000000000000e+01
3.878048283826375808e+01 9.700000000000000000e+01
3.958768417882766499e+01 1.040000000000000000e+02
4.039488551939157190e+01 1.240000000000000000e+02
4.120208685995547171e+01 1.550000000000000000e+02
4.200928820051937862e+01 1.440000000000000000e+02
4.281648954108327843e+01 1.480000000000000000e+02
4.362369088164718534e+01 1.720000000000000000e+02
4.443089222221109225e+01 1.800000000000000000e+02
4.523809356277499205e+01 1.640000000000000000e+02
4.604529490333889896e+01 1.770000000000000000e+02
4.685249624390280587e+01 1.740000000000000000e+02
4.765969758446670568e+01 1.360000000000000000e+02
4.846689892503061259e+01 1.350000000000000000e+02
4.927410026559451950e+01 1.540000000000000000e+02
5.008130160615841930e+01 1.370000000000000000e+02
5.088850294672232621e+01 1.450000000000000000e+02
5.169570428728623313e+01 1.400000000000000000e+02
5.250290562785013293e+01 1.280000000000000000e+02
5.331010696841403984e+01 1.230000000000000000e+02
5.411730830897793965e+01 1.370000000000000000e+02
5.492450964954184656e+01 1.060000000000000000e+02
5.573171099010575347e+01 1.050000000000000000e+02
5.653891233066965327e+01 1.110000000000000000e+02
5.734611367123356018e+01 1.100000000000000000e+02
5.815331501179745999e+01 1.200000000000000000e+02
5.896051635236136690e+01 9.500000000000000000e+01
5.976771769292527381e+01 1.120000000000000000e+02
6.057491903348918072e+01 1.120000000000000000e+02
6.138212037405308052e+01 9.300000000000000000e+01
6.218932171461698744e+01 1.240000000000000000e+02
6.299652305518088724e+01 1.280000000000000000e+02
6.380372439574479415e+01 1.390000000000000000e+02
6.461092573630870106e+01 1.210000000000000000e+02
6.541812707687259376e+01 1.460000000000000000e+02
6.622532841743651488e+01 1.420000000000000000e+02
6.703252975800040758e+01 1.310000000000000000e+02
6.783973109856431449e+01 1.460000000000000000e+02
6.864693243912822140e+01 1.320000000000000000e+02
6.945413377969211410e+01 1.300000000000000000e+02
7.026133512025603522e+01 1.410000000000000000e+02
7.106853646081992792e+01 1.380000000000000000e+02
7.187573780138384905e+01 1.460000000000000000e+02
7.268293914194774175e+01 1.520000000000000000e+02
7.349014048251164866e+01 1.170000000000000000e+02
7.429734182307555557e+01 1.390000000000000000e+02
7.510454316363944827e+01 1.260000000000000000e+02
7.591174450420336939e+01 1.310000000000000000e+02
7.671894584476726209e+01 1.010000000000000000e+02
7.752614718533116900e+01 1.320000000000000000e+02
7.833334852589507591e+01 1.200000000000000000e+02
7.914054986645896861e+01 1.140000000000000000e+02
7.994775120702288973e+01 1.360000000000000000e+02
8.075495254758678243e+01 1.160000000000000000e+02
8.156215388815068934e+01 1.090000000000000000e+02
8.236935522871459625e+01 1.210000000000000000e+02
8.317655656927850316e+01 1.060000000000000000e+02
8.398375790984241007e+01 1.340000000000000000e+02
8.479095925040630277e+01 1.070000000000000000e+02
8.559816059097020968e+01 1.370000000000000000e+02
8.640536193153411659e+01 1.170000000000000000e+02
8.721256327209802350e+01 1.150000000000000000e+02
8.801976461266193041e+01 1.270000000000000000e+02
8.882696595322582311e+01 1.410000000000000000e+02
8.963416729378973002e+01 1.220000000000000000e+02
9.044136863435363693e+01 1.080000000000000000e+02
9.124856997491754385e+01 1.310000000000000000e+02
9.205577131548145076e+01 1.340000000000000000e+02
9.286297265604534346e+01 1.220000000000000000e+02
9.367017399660925037e+01 1.180000000000000000e+02
9.447737533717315728e+01 1.040000000000000000e+02
9.528457667773706419e+01 9.000000000000000000e+01
9.609177801830097110e+01 7.600000000000000000e+01
9.689897935886487801e+01 6.200000000000000000e+01
9.770618069942878492e+01 4.400000000000000000e+01
9.851338203999267762e+01 2.100000000000000000e+01
9.932058338055657032e+01 1.200000000000000000e+01
